ACAD_ACT_CD,ACAD_ACT_TITLE1,SECTION_CD,SESSION_CD,TEACH_METHOD,SECTION_NR,MEET_DAY,MEET_START_TM,MEET_END_TM
PHY180H1,Classical Mechanics,F,20229,LEC,0102,WE,09:00,10:00
PHY180H1,Classical Mechanics,F,20229,PRA,0101,FR,15:00,17:00
PHY180H1,Classical Mechanics,F,20229,PRA,0102,TU,15:00,17:00
PHY180H1,Classical Mechanics,F,20229,PRA,0103,MO,15:00,17:00
PHY180H1,Classical Mechanics,F,20229,PRA,0104,TU,12:00,14:00
PHY180H1,Classical Mechanics,F,20229,PRA,0105,TU,09:00,11:00
PHY180H1,Classical Mechanics,F,20229,PRA,0106,TH,12:00,14:00
PHY180H1,Classical Mechanics,F,20229,PRA,0107,WE,16:00,18:00
PHY180H1,Classical Mechanics,F,20229,PRA,0108,WE,18:00,20:00
PHY293H1,Waves and Modern Physics,F,20229,LEC,0101,MO,11:00,12:00
PHY293H1,Waves and Modern Physics,F,20229,LEC,0101,TH,15:00,16:00
PHY293H1,Waves and Modern Physics,F,20229,LEC,0101,TU,09:00,10:00
PHY293H1,Waves and Modern Physics,F,20229,LEC,0102,FR,10:00,11:00
PHY293H1,Waves and Modern Physics,F,20229,LEC,0102,TH,14:00,15:00
PHY293H1,Waves and Modern Physics,F,20229,LEC,0102,TU,15:00,16:00
PHY293H1,Waves and Modern Physics,F,20229,PRA,0101,WE,09:00,12:00
PHY293H1,Waves and Modern Physics,F,20229,PRA,0101,WE,12:00,15:00
PHY293H1,Waves and Modern Physics,F,20229,PRA,0101,WE,15:00,18:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0101,TU,16:00,17:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0102,TU,16:00,17:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0103,TU,15:00,16:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0104,TU,13:00,14:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0105,MO,16:00,17:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0106,MO,15:00,16:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0107,TU,16:00,17:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0108,TU,16:00,17:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0109,FR,16:00,17:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0110,FR,14:00,15:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0111,FR,16:00,17:00
PHY293H1,Waves and Modern Physics,F,20229,TUT,0112,FR,14:00,15:00
PHY327H1,Advanced Physics Laboratory,F,20229,PRA,0101,FR,09:00,12:00
PHY327H1,Advanced Physics Laboratory,F,20229,PRA,0101,TU,09:00,12:00
PHY427H1,Advanced Physics Laboratory,F,20229,PRA,0101,FR,09:00,12:00
PHY427H1,Advanced Physics Laboratory,F,20229,PRA,0101,TU,09:00,12:00
ROB301H1,Introduction to Robotics,F,20229,LEC,0101,TH,12:00,14:00
ROB301H1,Introduction to Robotics,F,20229,LEC,0101,TU,12:00,14:00
ROB301H1,Introduction to Robotics,F,20229,PRA,0101,WE,09:00,12:00
ROB301H1,Introduction to Robotics,F,20229,PRA,0102,MO,12:00,15:00
ROB310H1,Mathematics for Robotics,F,20229,LEC,0101,FR,16:00,18:00
ROB310H1,Mathematics for Robotics,F,20229,LEC,0101,TU,15:00,17:00
ROB501H1,Computer Vision for Robotics,F,20229,LEC,0101,MO,12:00,14:00
ROB501H1,Computer Vision for Robotics,F,20229,LEC,0101,WE,12:00,14:00
TEP234H1,ENTREPRENEURSHIP AND SMALL BUS,F,20229,LEC,0101,TH,18:00,20:00
TEP234H1,ENTREPRENEURSHIP AND SMALL BUS,F,20229,LEC,0101,WE,18:00,20:00
TEP234H1,ENTREPRENEURSHIP AND SMALL BUS,F,20229,TUT,0101,WE,20:00,21:00
TEP326H1,SP. TOPICS IN CREATIVE WRITING,F,20229,LEC,0101,TH,18:00,20:00
TEP326H1,SP. TOPICS IN CREATIVE WRITING,F,20229,LEC,0101,TU,18:00,20:00
TEP327H1,ENGINEERING AND LAW,F,20229,LEC,0101,TH,18:00,21:00
TEP343H1,Engineering Leadership,F,20229,LEC,0101,MO,18:00,21:00
TEP343H1,Engineering Leadership,F,20229,LEC,0102,MO,12:00,15:00
TEP444H1,Positive Psychology for,F,20229,LEC,0101,TU,12:00,15:00
TEP444H1,Positive Psychology for,F,20229,LEC,0102,TU,15:00,18:00
TEP444H1,Positive Psychology for,F,20229,LEC,0103,TU,18:00,21:00
TEP445H1,THE POWER OF STORY,F,20229,LEC,0101,MO,15:00,17:00
TEP445H1,THE POWER OF STORY,F,20229,LEC,0101,TH,09:00,10:00
TEP447H1,ETHICAL & EQUIT. DECISIONS,F,20229,LEC,0101,MO,18:00,21:00
AER302H1,Aircraft Flight,S,20231,LEC,0101,TU,09:00,11:00
AER302H1,Aircraft Flight,S,20231,LEC,0101,WE,15:00,17:00
AER304H1,Aerospace Laboratory II,S,20231,PRA,0101,,,
AER310H1,Gasdynamics,S,20231,LEC,0101,MO,15:00,17:00
AER310H1,Gasdynamics,S,20231,LEC,0101,TH,12:00,14:00
AER336H1,Scientific Computing,S,20231,LEC,0101,TH,10:00,12:00
AER336H1,Scientific Computing,S,20231,LEC,0101,TU,12:00,14:00
AER372H1,Control Systems,S,20231,LEC,0101,TH,16:00,18:00
AER372H1,Control Systems,S,20231,LEC,0101,WE,09:00,11:00
AER372H1,Control Systems,S,20231,PRA,0101,TU,15:00,18:00
AER372H1,Control Systems,S,20231,PRA,0102,TU,15:00,18:00
AER372H1,Control Systems,S,20231,PRA,0103,MO,09:00,12:00
AER372H1,Control Systems,S,20231,PRA,0104,MO,09:00,12:00
AER373H1,Mechanics of Solids and,S,20231,LEC,0101,MO,12:00,14:00
AER373H1,Mechanics of Solids and,S,20231,LEC,0101,WE,12:00,14:00
AER406H1,Aircraft Design,S,20231,TUT,0101,TH,09:00,12:00
AER503H1,Aeroelasticity,S,20231,LEC,0101,MO,12:00,14:00
AER503H1,Aeroelasticity,S,20231,LEC,0101,WE,12:00,14:00
AER510H1,Aerospace Propulsion,S,20231,LEC,0101,FR,12:00,14:00
AER510H1,Aerospace Propulsion,S,20231,LEC,0101,TU,12:00,14:00
APS105H1,Computer Fundamentals,S,20231,LEC,0101,FR,14:00,15:00
APS105H1,Computer Fundamentals,S,20231,LEC,0101,TH,12:00,13:00
APS105H1,Computer Fundamentals,S,20231,LEC,0101,TU,12:00,13:00
APS105H1,Computer Fundamentals,S,20231,LEC,0102,FR,14:00,15:00
APS105H1,Computer Fundamentals,S,20231,LEC,0102,MO,12:00,13:00
APS105H1,Computer Fundamentals,S,20231,LEC,0102,WE,12:00,13:00
APS105H1,Computer Fundamentals,S,20231,LEC,0103,MO,14:00,15:00
APS105H1,Computer Fundamentals,S,20231,LEC,0103,TH,14:00,15:00
APS105H1,Computer Fundamentals,S,20231,LEC,0103,WE,14:00,15:00
APS105H1,Computer Fundamentals,S,20231,LEC,0104,MO,09:00,10:00
APS105H1,Computer Fundamentals,S,20231,LEC,0104,TH,09:00,10:00
APS105H1,Computer Fundamentals,S,20231,LEC,0104,WE,09:00,10:00
APS105H1,Computer Fundamentals,S,20231,PRA,0101,TU,17:00,18:00
APS105H1,Computer Fundamentals,S,20231,PRA,0101,WE,11:00,13:00
APS105H1,Computer Fundamentals,S,20231,PRA,0102,TH,15:00,17:00
APS105H1,Computer Fundamentals,S,20231,PRA,0102,TU,17:00,18:00
APS105H1,Computer Fundamentals,S,20231,PRA,0103,MO,13:00,15:00
APS105H1,Computer Fundamentals,S,20231,PRA,0103,TU,17:00,18:00
APS105H1,Computer Fundamentals,S,20231,PRA,0104,TH,12:00,14:00
APS105H1,Computer Fundamentals,S,20231,PRA,0104,TU,17:00,18:00
APS105H1,Computer Fundamentals,S,20231,PRA,0105,TH,09:00,11:00
APS105H1,Computer Fundamentals,S,20231,PRA,0105,TU,17:00,18:00
APS105H1,Computer Fundamentals,S,20231,PRA,0106,MO,09:00,11:00
APS105H1,Computer Fundamentals,S,20231,PRA,0106,TU,17:00,18:00
APS105H1,Computer Fundamentals,S,20231,PRA,0107,TH,12:00,14:00
APS105H1,Computer Fundamentals,S,20231,PRA,0107,TU,17:00,18:00
APS105H1,Computer Fundamentals,S,20231,PRA,0108,FR,13:00,15:00
APS105H1,Computer Fundamentals,S,20231,PRA,0108,TU,17:00,18:00
APS105H1,Computer Fundamentals,S,20231,TUT,0101,TH,15:00,16:00
APS105H1,Computer Fundamentals,S,20231,TUT,0102,MO,14:00,15:00
APS105H1,Computer Fundamentals,S,20231,TUT,0103,TU,12:00,13:00
APS105H1,Computer Fundamentals,S,20231,TUT,0104,WE,10:00,11:00
APS105H1,Computer Fundamentals,S,20231,TUT,0105,FR,11:00,12:00
APS105H1,Computer Fundamentals,S,20231,TUT,0106,MO,11:00,12:00
APS105H1,Computer Fundamentals,S,20231,TUT,0107,WE,10:00,11:00
APS105H1,Computer Fundamentals,S,20231,TUT,0108,FR,09:00,10:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0101,FR,14:00,15:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0101,TH,12:00,13:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0101,TU,12:00,13:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0102,MO,15:00,16:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0102,TH,15:00,16:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0102,WE,15:00,16:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0103,MO,16:00,17:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0103,TH,16:00,17:00
APS106H1,Fundamentals of Computer,S,20231,LEC,0103,TU,17:00,18:00
APS106H1,Fundamentals of Computer,S,20231,PRA,0101,FR,10:00,12:00
APS106H1,Fundamentals of Computer,S,20231,PRA,0102,TU,10:00,12:00
APS106H1,Fundamentals of Computer,S,20231,PRA,0103,TU,15:00,17:00
APS106H1,Fundamentals of Computer,S,20231,PRA,0104,FR,15:00,17:00
APS106H1,Fundamentals of Computer,S,20231,PRA,0105,WE,09:00,11:00
APS106H1,Fundamentals of Computer,S,20231,PRA,0106,MO,09:00,11:00
APS106H1,Fundamentals of Computer,S,20231,PRA,0107,MO,12:00,14:00
APS106H1,Fundamentals of Computer,S,20231,PRA,0108,MO,09:00,11:00
APS106H1,Fundamentals of Computer,S,20231,TUT,0101,WE,15:00,16:00
APS106H1,Fundamentals of Computer,S,20231,TUT,0102,FR,15:00,16:00
APS106H1,Fundamentals of Computer,S,20231,TUT,0103,MO,15:00,16:00
APS106H1,Fundamentals of Computer,S,20231,TUT,0104,MO,15:00,16:00
APS106H1,Fundamentals of Computer,S,20231,TUT,0105,MO,12:00,13:00
APS106H1,Fundamentals of Computer,S,20231,TUT,0106,MO,13:00,14:00
APS106H1,Fundamentals of Computer,S,20231,TUT,0107,TU,11:00,12:00
APS106H1,Fundamentals of Computer,S,20231,TUT,0108,MO,15:00,16:00
APS111H1,Engineering Strategies &,S,20231,LEC,0101,TH,10:00,11:00
APS111H1,Engineering Strategies &,S,20231,LEC,0101,TU,10:00,11:00
APS111H1,Engineering Strategies &,S,20231,TUT,0101,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,LEC,0101,TH,09:00,10:00
APS112H1,Engineering Strategies &,S,20231,LEC,0101,TU,09:00,10:00
APS112H1,Engineering Strategies &,S,20231,LEC,0102,TH,10:00,11:00
APS112H1,Engineering Strategies &,S,20231,LEC,0102,TU,10:00,11:00
APS112H1,Engineering Strategies &,S,20231,LEC,0103,TH,11:00,12:00
APS112H1,Engineering Strategies &,S,20231,LEC,0103,TU,11:00,12:00
APS112H1,Engineering Strategies &,S,20231,TUT,0101,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,TUT,0102,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,TUT,0103,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,TUT,0104,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,TUT,0105,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,TUT,0106,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,TUT,0107,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,TUT,0108,FR,13:00,15:00
APS112H1,Engineering Strategies &,S,20231,TUT,0109,FR,13:00,15:00
APS112H1,Engineering Strategies &,S,20231,TUT,0110,FR,13:00,15:00
APS112H1,Engineering Strategies &,S,20231,TUT,0111,FR,13:00,15:00
APS112H1,Engineering Strategies &,S,20231,TUT,0112,FR,13:00,15:00
APS112H1,Engineering Strategies &,S,20231,TUT,0113,FR,13:00,15:00
APS112H1,Engineering Strategies &,S,20231,TUT,0114,FR,13:00,15:00
APS112H1,Engineering Strategies &,S,20231,TUT,0115,MO,09:00,11:00
APS112H1,Engineering Strategies &,S,20231,TUT,0116,MO,09:00,11:00
APS112H1,Engineering Strategies &,S,20231,TUT,0117,MO,09:00,11:00
APS112H1,Engineering Strategies &,S,20231,TUT,0118,MO,09:00,11:00
APS112H1,Engineering Strategies &,S,20231,TUT,0119,MO,09:00,11:00
APS112H1,Engineering Strategies &,S,20231,TUT,0120,MO,09:00,11:00
APS112H1,Engineering Strategies &,S,20231,TUT,0121,MO,09:00,11:00
APS112H1,Engineering Strategies &,S,20231,TUT,0122,MO,09:00,11:00
APS112H1,Engineering Strategies &,S,20231,TUT,0123,WE,16:00,18:00
APS112H1,Engineering Strategies &,S,20231,TUT,0124,WE,16:00,18:00
APS112H1,Engineering Strategies &,S,20231,TUT,0125,WE,16:00,18:00
APS112H1,Engineering Strategies &,S,20231,TUT,0126,WE,16:00,18:00
APS112H1,Engineering Strategies &,S,20231,TUT,0127,WE,16:00,18:00
APS112H1,Engineering Strategies &,S,20231,TUT,0128,WE,16:00,18:00
APS112H1,Engineering Strategies &,S,20231,TUT,0129,TH,14:00,16:00
APS112H1,Engineering Strategies &,S,20231,TUT,0130,FR,13:00,15:00
APS112H1,Engineering Strategies &,S,20231,TUT,0131,MO,09:00,11:00
APS113Y1,Eng.strategies & Practice,Y,20231,LEC,0101,,,
APS113Y1,Eng.strategies & Practice,Y,20231,TUT,0101,,,
APS164H1,Introductory Chemistry from a,S,20231,LEC,0101,,,
APS164H1,Introductory Chemistry from a,S,20231,TUT,0101,,,
APS191H1,Introduction to Engineering,S,20231,LEC,0101,FR,12:00,13:00
APS305H1,Energy Policy,S,20231,LEC,0101,FR,12:00,14:00
APS305H1,Energy Policy,S,20231,LEC,0101,TH,12:00,14:00
APS360H1,Applied Fundamentals of Deep,S,20231,LEC,0101,TH,19:00,21:00
APS360H1,Applied Fundamentals of Deep,S,20231,LEC,0101,TU,19:00,21:00
APS360H1,Applied Fundamentals of Deep,S,20231,LEC,0102,MO,19:00,21:00
APS360H1,Applied Fundamentals of Deep,S,20231,LEC,0102,WE,19:00,21:00
APS360H1,Applied Fundamentals of Deep,S,20231,LEC,0103,FR,13:00,15:00
APS360H1,Applied Fundamentals of Deep,S,20231,LEC,0103,TU,12:00,14:00
APS420H1,"Technology, Engineering and",S,20231,LEC,0101,MO,18:00,20:00
APS420H1,"Technology, Engineering and",S,20231,LEC,0101,TH,18:00,20:00
APS440H1,MAKING SENSE OF ACCIDENTS,S,20231,LEC,0101,MO,12:00,14:00
APS440H1,MAKING SENSE OF ACCIDENTS,S,20231,LEC,0101,WE,12:00,14:00
APS490Y1,Multi-Disciplinary Capstone,Y,20231,TUT,0101,,,
APS502H1,Financial Engineering,S,20231,LEC,0101,TH,17:00,20:00
APS511H1,INVENTIONS & PATENTS FOR ENG.,S,20231,LEC,0101,TU,12:00,15:00
APS530H1,Appropriate Technology &,S,20231,LEC,0101,MO,13:00,15:00
APS530H1,Appropriate Technology &,S,20231,LEC,0101,TH,13:00,15:00
BME205H1,Fundamentals of Biomedical,S,20231,LEC,0101,TH,11:00,12:00
BME205H1,Fundamentals of Biomedical,S,20231,LEC,0101,TU,11:00,12:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0101,MO,09:00,12:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0102,MO,13:00,16:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0103,TU,13:00,16:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0104,TU,17:00,20:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0105,TH,13:00,16:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0106,TH,17:00,20:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0107,MO,09:00,12:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0108,MO,13:00,16:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0109,TU,13:00,16:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0110,TU,17:00,20:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0111,TH,13:00,16:00
BME205H1,Fundamentals of Biomedical,S,20231,PRA,0112,TH,17:00,20:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0101,TU,12:00,13:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0102,FR,14:00,15:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0103,MO,14:00,15:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0104,MO,13:00,14:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0105,MO,13:00,14:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0106,MO,11:00,12:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0107,TU,14:00,15:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0108,FR,14:00,15:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0109,FR,11:00,12:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0110,TU,12:00,13:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0111,TU,15:00,16:00
BME205H1,Fundamentals of Biomedical,S,20231,TUT,0112,FR,11:00,12:00
BME330H1,Patents in Bio & Med Devices,S,20231,LEC,0101,TU,09:00,12:00
BME331H1,Physiological Control Systems,S,20231,LEC,0101,MO,09:00,10:00
BME331H1,Physiological Control Systems,S,20231,LEC,0101,TU,09:00,11:00
BME331H1,Physiological Control Systems,S,20231,PRA,0101,WE,09:00,12:00
BME331H1,Physiological Control Systems,S,20231,PRA,0102,WE,13:00,16:00
BME331H1,Physiological Control Systems,S,20231,PRA,0103,WE,09:00,12:00
BME331H1,Physiological Control Systems,S,20231,PRA,0104,WE,13:00,16:00
BME331H1,Physiological Control Systems,S,20231,TUT,0101,TU,11:00,12:00
BME331H1,Physiological Control Systems,S,20231,TUT,0102,WE,18:00,19:00
BME346H1,Biomedical Engineering,S,20231,LEC,0101,TH,09:00,10:00
BME346H1,Biomedical Engineering,S,20231,LEC,0101,WE,15:00,16:00
BME346H1,Biomedical Engineering,S,20231,PRA,0101,MO,09:00,13:00
BME346H1,Biomedical Engineering,S,20231,PRA,0102,MO,14:00,18:00
BME352H1,Biomaterials and,S,20231,LEC,0101,FR,13:00,14:00
BME352H1,Biomaterials and,S,20231,LEC,0101,TU,16:00,17:00
BME352H1,Biomaterials and,S,20231,LEC,0101,WE,16:00,17:00
BME352H1,Biomaterials and,S,20231,TUT,0101,TU,17:00,18:00
BME358H1,Molecular Biophysics,S,20231,LEC,0101,TH,10:00,11:00
BME358H1,Molecular Biophysics,S,20231,LEC,0101,WE,09:00,11:00
BME358H1,Molecular Biophysics,S,20231,TUT,0101,FR,17:00,18:00
BME396H1,Biomedical Systems Engineering,S,20231,LEC,0101,MO,13:00,14:00
BME396H1,Biomedical Systems Engineering,S,20231,LEC,0101,TH,11:00,12:00
BME396H1,Biomedical Systems Engineering,S,20231,LEC,0101,TU,13:00,14:00
BME396H1,Biomedical Systems Engineering,S,20231,PRA,0101,FR,09:00,12:00
BME396H1,Biomedical Systems Engineering,S,20231,PRA,0102,FR,14:00,17:00
BME396H1,Biomedical Systems Engineering,S,20231,TUT,0101,WE,14:00,15:00
BME410H1,Regenerative Engineering,S,20231,LEC,0101,MO,09:00,11:00
BME410H1,Regenerative Engineering,S,20231,LEC,0101,WE,09:00,11:00
BME412H1,Introduction to Biomolecular,S,20231,LEC,0101,MO,14:00,15:00
BME412H1,Introduction to Biomolecular,S,20231,LEC,0101,TH,14:00,15:00
BME412H1,Introduction to Biomolecular,S,20231,LEC,0101,WE,14:00,15:00
BME498Y1,Biomedical Engineering,Y,20231,LEC,0101,FR,12:00,14:00
BME498Y1,Biomedical Engineering,Y,20231,PRA,0101,TU,09:00,12:00
BME530H1,HUMAN WHOLE BODY BIOMECHANICS,S,20231,LEC,0101,WE,12:00,14:00
BME530H1,HUMAN WHOLE BODY BIOMECHANICS,S,20231,PRA,0101,TH,09:00,11:00
CHE112H1,Physical Chemistry,S,20231,LEC,0101,FR,17:00,18:00
CHE112H1,Physical Chemistry,S,20231,LEC,0101,TU,17:00,18:00
CHE112H1,Physical Chemistry,S,20231,LEC,0101,WE,17:00,18:00
CHE112H1,Physical Chemistry,S,20231,LEC,0102,MO,16:00,17:00
CHE112H1,Physical Chemistry,S,20231,LEC,0102,TH,16:00,17:00
CHE112H1,Physical Chemistry,S,20231,LEC,0102,TU,17:00,18:00
CHE112H1,Physical Chemistry,S,20231,TUT,0101,MO,12:00,14:00
CHE112H1,Physical Chemistry,S,20231,TUT,0102,WE,12:00,14:00
CHE112H1,Physical Chemistry,S,20231,TUT,0103,WE,12:00,14:00
CHE112H1,Physical Chemistry,S,20231,TUT,0104,FR,10:00,12:00
CHE112H1,Physical Chemistry,S,20231,TUT,0105,WE,15:00,17:00
CHE112H1,Physical Chemistry,S,20231,TUT,0106,TU,15:00,17:00
CHE113H1,Concepts in Chemical,S,20231,LEC,0101,MO,11:00,12:00
CHE113H1,Concepts in Chemical,S,20231,LEC,0101,TH,11:00,12:00
CHE113H1,Concepts in Chemical,S,20231,LEC,0101,WE,11:00,12:00
CHE113H1,Concepts in Chemical,S,20231,PRA,0101,TU,10:00,12:00
CHE113H1,Concepts in Chemical,S,20231,PRA,0102,MO,12:00,14:00
CHE113H1,Concepts in Chemical,S,20231,PRA,0103,MO,15:00,17:00
CHE113H1,Concepts in Chemical,S,20231,TUT,0101,MO,15:00,17:00
CHE113H1,Concepts in Chemical,S,20231,TUT,0102,FR,10:00,12:00
CHE191H1,Introduction to Chemical,S,20231,LEC,0101,FR,12:00,13:00
CHE205H1,Chem Eng & Applied Chem II,S,20231,PRA,0101,TU,12:00,14:00
CHE205H1,Chem Eng & Applied Chem II,S,20231,PRA,0101,WE,10:00,13:00
CHE205H1,Chem Eng & Applied Chem II,S,20231,PRA,0101,WE,14:00,17:00
CHE205H1,Chem Eng & Applied Chem II,S,20231,PRA,0102,TU,12:00,14:00
CHE205H1,Chem Eng & Applied Chem II,S,20231,PRA,0102,WE,10:00,13:00
CHE205H1,Chem Eng & Applied Chem II,S,20231,PRA,0102,WE,14:00,17:00
CHE210H1,Heat and Mass Transfer,S,20231,LEC,0101,FR,11:00,12:00
CHE210H1,Heat and Mass Transfer,S,20231,LEC,0101,MO,09:00,10:00
CHE210H1,Heat and Mass Transfer,S,20231,LEC,0101,TH,09:00,10:00
CHE210H1,Heat and Mass Transfer,S,20231,TUT,0101,MO,10:00,12:00
CHE210H1,Heat and Mass Transfer,S,20231,TUT,0102,MO,10:00,12:00
CHE210H1,Heat and Mass Transfer,S,20231,TUT,0103,MO,10:00,12:00
CHE213H1,Applied Chemistry II - Organic,S,20231,LEC,0101,TH,10:00,11:00
CHE213H1,Applied Chemistry II - Organic,S,20231,LEC,0101,TU,09:00,11:00
CHE213H1,Applied Chemistry II - Organic,S,20231,TUT,0101,TH,16:00,17:00
CHE213H1,Applied Chemistry II - Organic,S,20231,TUT,0102,TH,16:00,17:00
CHE213H1,Applied Chemistry II - Organic,S,20231,TUT,0103,TH,16:00,17:00
CHE222H1,"Process Dynamics: Modeling,",S,20231,LEC,0101,MO,13:00,14:00
CHE222H1,"Process Dynamics: Modeling,",S,20231,LEC,0101,TH,13:00,14:00
CHE222H1,"Process Dynamics: Modeling,",S,20231,LEC,0101,TU,14:00,15:00
CHE222H1,"Process Dynamics: Modeling,",S,20231,PRA,0101,FR,09:00,11:00
CHE222H1,"Process Dynamics: Modeling,",S,20231,PRA,0102,FR,15:00,17:00
CHE222H1,"Process Dynamics: Modeling,",S,20231,TUT,0101,TH,11:00,12:00
CHE222H1,"Process Dynamics: Modeling,",S,20231,TUT,0102,TH,11:00,12:00
CHE222H1,"Process Dynamics: Modeling,",S,20231,TUT,0103,TH,11:00,12:00
CHE223H1,STATISTICS,S,20231,LEC,0101,TU,15:00,17:00
CHE223H1,STATISTICS,S,20231,TUT,0101,FR,12:00,13:00
CHE223H1,STATISTICS,S,20231,TUT,0102,FR,12:00,13:00
CHE223H1,STATISTICS,S,20231,TUT,0103,FR,12:00,13:00
CHE230H1,Environmental Chemistry,S,20231,LEC,0101,MO,14:00,15:00
CHE230H1,Environmental Chemistry,S,20231,LEC,0101,TH,14:00,16:00
CHE230H1,Environmental Chemistry,S,20231,TUT,0101,MO,15:00,17:00
CHE230H1,Environmental Chemistry,S,20231,TUT,0102,MO,15:00,17:00
CHE230H1,Environmental Chemistry,S,20231,TUT,0103,MO,15:00,17:00
CHE305H1,Chem Eng & Applied Chem IV,S,20231,PRA,0101,TH,10:00,13:00
CHE305H1,Chem Eng & Applied Chem IV,S,20231,PRA,0101,TH,14:00,17:00
CHE305H1,Chem Eng & Applied Chem IV,S,20231,PRA,0102,WE,10:00,13:00
CHE305H1,Chem Eng & Applied Chem IV,S,20231,PRA,0102,WE,14:00,17:00
CHE305H1,Chem Eng & Applied Chem IV,S,20231,PRA,0103,TU,12:00,15:00
CHE305H1,Chem Eng & Applied Chem IV,S,20231,PRA,0103,TU,16:00,19:00
CHE311H1,Separation Processes,S,20231,LEC,0101,FR,09:00,10:00
CHE311H1,Separation Processes,S,20231,LEC,0101,MO,16:00,18:00
CHE311H1,Separation Processes,S,20231,TUT,0101,FR,10:00,12:00
CHE311H1,Separation Processes,S,20231,TUT,0102,FR,10:00,12:00
CHE311H1,Separation Processes,S,20231,TUT,0103,FR,10:00,12:00
CHE322H1,Process Control,S,20231,LEC,0101,FR,12:00,14:00
CHE322H1,Process Control,S,20231,LEC,0101,TU,13:00,14:00
CHE322H1,Process Control,S,20231,TUT,0101,MO,12:00,14:00
CHE322H1,Process Control,S,20231,TUT,0102,TU,09:00,11:00
CHE333H1,Chemical Reaction Engineering,S,20231,LEC,0101,FR,16:00,18:00
CHE333H1,Chemical Reaction Engineering,S,20231,LEC,0101,TU,12:00,13:00
CHE333H1,Chemical Reaction Engineering,S,20231,TUT,0101,TU,16:00,18:00
CHE334H1,Team Strategies for,S,20231,LEC,0101,MO,15:00,16:00
CHE334H1,Team Strategies for,S,20231,TUT,0101,WE,13:00,15:00
CHE334H1,Team Strategies for,S,20231,TUT,0102,MO,09:00,11:00
CHE334H1,Team Strategies for,S,20231,TUT,0103,MO,13:00,15:00
CHE354H1,Cellular and Molecular Biology,S,20231,LEC,0101,TU,09:00,11:00
CHE354H1,Cellular and Molecular Biology,S,20231,PRA,0101,WE,09:00,12:00
CHE354H1,Cellular and Molecular Biology,S,20231,PRA,0102,TH,09:00,12:00
CHE354H1,Cellular and Molecular Biology,S,20231,PRA,0103,TH,13:00,16:00
CHE354H1,Cellular and Molecular Biology,S,20231,TUT,0101,TH,19:00,21:00
CHE354H1,Cellular and Molecular Biology,S,20231,TUT,0102,TU,18:00,20:00
CHE375H1,Engineering Finance and,S,20231,LEC,0101,TH,12:00,14:00
