ACAD_ACT_CD,ACAD_ACT_TITLE1,SECTION_CD,SESSION_CD,TEACH_METHOD,SECTION_NR,MEET_DAY,MEET_START_TM,MEET_END_TM
ECE358H1,Foundations of Computing,F,20229,TUT,0101,TH,15:00,17:00
ECE360H1,Electronics,F,20229,LEC,0101,FR,12:00,13:00
ECE360H1,Electronics,F,20229,LEC,0101,MO,09:00,10:00
ECE360H1,Electronics,F,20229,LEC,0101,TU,13:00,14:00
ECE360H1,Electronics,F,20229,PRA,0101,WE,09:00,12:00
ECE360H1,Electronics,F,20229,TUT,0101,TH,18:00,19:00
ECE361H1,Computer Networks I,F,20229,LEC,0101,MO,13:00,14:00
ECE361H1,Computer Networks I,F,20229,LEC,0101,TH,13:00,14:00
ECE361H1,Computer Networks I,F,20229,LEC,0101,TU,14:00,15:00
ECE361H1,Computer Networks I,F,20229,PRA,0101,WE,12:00,15:00
ECE361H1,Computer Networks I,F,20229,PRA,0102,WE,12:00,15:00
ECE361H1,Computer Networks I,F,20229,PRA,0103,TH,15:00,18:00
ECE361H1,Computer Networks I,F,20229,TUT,0101,MO,12:00,13:00
ECE361H1,Computer Networks I,F,20229,TUT,0102,MO,12:00,13:00
ECE367H1,MATRIX ALGEBRA & OPTIMIZATION,F,20229,LEC,0101,TU,11:00,12:00
ECE367H1,MATRIX ALGEBRA & OPTIMIZATION,F,20229,LEC,0101,WE,09:00,11:00
ECE367H1,MATRIX ALGEBRA & OPTIMIZATION,F,20229,TUT,0101,FR,16:00,18:00
ECE367H1,MATRIX ALGEBRA & OPTIMIZATION,F,20229,TUT,0102,FR,16:00,18:00
ECE367H1,MATRIX ALGEBRA & OPTIMIZATION,F,20229,TUT,0103,FR,16:00,18:00
ECE410H1,Linear Control Systems,F,20229,LEC,0101,MO,13:00,14:00
ECE410H1,Linear Control Systems,F,20229,LEC,0101,TH,13:00,14:00
ECE410H1,Linear Control Systems,F,20229,LEC,0101,TU,14:00,15:00
ECE410H1,Linear Control Systems,F,20229,PRA,0101,WE,12:00,15:00
ECE410H1,Linear Control Systems,F,20229,TUT,0101,FR,17:00,18:00
ECE417H1,Digital Communication,F,20229,LEC,0101,FR,13:00,14:00
ECE417H1,Digital Communication,F,20229,LEC,0101,TU,13:00,14:00
ECE417H1,Digital Communication,F,20229,LEC,0101,WE,13:00,14:00
ECE417H1,Digital Communication,F,20229,PRA,0101,WE,09:00,12:00
ECE417H1,Digital Communication,F,20229,TUT,0101,MO,15:00,16:00
ECE421H1,Introduction to Machine,F,20229,LEC,0101,FR,12:00,13:00
ECE421H1,Introduction to Machine,F,20229,LEC,0101,TH,12:00,13:00
ECE421H1,Introduction to Machine,F,20229,LEC,0101,TU,12:00,13:00
ECE421H1,Introduction to Machine,F,20229,LEC,0102,FR,12:00,13:00
ECE421H1,Introduction to Machine,F,20229,LEC,0102,TH,12:00,13:00
ECE421H1,Introduction to Machine,F,20229,LEC,0102,TU,12:00,13:00
ECE421H1,Introduction to Machine,F,20229,TUT,0101,TU,09:00,11:00
ECE421H1,Introduction to Machine,F,20229,TUT,0102,MO,15:00,17:00
ECE421H1,Introduction to Machine,F,20229,TUT,0103,MO,15:00,17:00
ECE424H1,MICROWAVE CIRCUITS,F,20229,LEC,0101,FR,14:00,15:00
ECE424H1,MICROWAVE CIRCUITS,F,20229,LEC,0101,MO,12:00,13:00
ECE424H1,MICROWAVE CIRCUITS,F,20229,LEC,0101,WE,12:00,13:00
ECE424H1,MICROWAVE CIRCUITS,F,20229,PRA,0101,MO,09:00,12:00
ECE424H1,MICROWAVE CIRCUITS,F,20229,PRA,0102,WE,09:00,12:00
ECE424H1,MICROWAVE CIRCUITS,F,20229,TUT,0101,TU,10:00,11:00
ECE427H1,Photonic Devices,F,20229,LEC,0101,FR,12:00,13:00
ECE427H1,Photonic Devices,F,20229,LEC,0101,TH,12:00,13:00
ECE427H1,Photonic Devices,F,20229,LEC,0101,TU,12:00,13:00
ECE427H1,Photonic Devices,F,20229,TUT,0101,TH,15:00,17:00
ECE430H1,ANALOG INTEGRATED CIRCUITS,F,20229,LEC,0101,MO,14:00,15:00
ECE430H1,ANALOG INTEGRATED CIRCUITS,F,20229,LEC,0101,TH,14:00,15:00
ECE430H1,ANALOG INTEGRATED CIRCUITS,F,20229,LEC,0101,WE,14:00,15:00
ECE430H1,ANALOG INTEGRATED CIRCUITS,F,20229,PRA,0101,FR,15:00,18:00
ECE430H1,ANALOG INTEGRATED CIRCUITS,F,20229,TUT,0101,FR,09:00,11:00
ECE431H1,Digital Signal Processing,F,20229,LEC,0101,FR,12:00,13:00
ECE431H1,Digital Signal Processing,F,20229,LEC,0101,TH,12:00,13:00
ECE431H1,Digital Signal Processing,F,20229,LEC,0101,TU,12:00,13:00
ECE431H1,Digital Signal Processing,F,20229,PRA,0101,TH,15:00,18:00
ECE431H1,Digital Signal Processing,F,20229,PRA,0102,TH,15:00,18:00
ECE431H1,Digital Signal Processing,F,20229,TUT,0101,TH,09:00,10:00
ECE444H1,SOFTWARE ENGINEERING,F,20229,LEC,0101,FR,13:00,14:00
ECE444H1,SOFTWARE ENGINEERING,F,20229,LEC,0101,MO,14:00,15:00
ECE444H1,SOFTWARE ENGINEERING,F,20229,LEC,0101,WE,14:00,15:00
ECE444H1,SOFTWARE ENGINEERING,F,20229,PRA,0101,FR,15:00,18:00
ECE444H1,SOFTWARE ENGINEERING,F,20229,PRA,0102,TH,09:00,12:00
ECE444H1,SOFTWARE ENGINEERING,F,20229,PRA,0103,FR,09:00,12:00
ECE446H1,Sensory Communication,F,20229,LEC,0101,MO,14:00,15:00
ECE446H1,Sensory Communication,F,20229,LEC,0101,TH,14:00,15:00
ECE446H1,Sensory Communication,F,20229,LEC,0101,WE,14:00,15:00
ECE446H1,Sensory Communication,F,20229,PRA,0101,FR,09:00,12:00
ECE454H1,Computer Systems Programming,F,20229,LEC,0101,MO,09:00,10:00
ECE454H1,Computer Systems Programming,F,20229,LEC,0101,WE,15:00,17:00
ECE454H1,Computer Systems Programming,F,20229,PRA,0101,MO,15:00,18:00
ECE454H1,Computer Systems Programming,F,20229,PRA,0102,WE,09:00,12:00
ECE461H1,Internetworking,F,20229,LEC,0101,FR,14:00,15:00
ECE461H1,Internetworking,F,20229,LEC,0101,TU,09:00,10:00
ECE461H1,Internetworking,F,20229,LEC,0101,WE,12:00,13:00
ECE461H1,Internetworking,F,20229,PRA,0101,FR,09:00,12:00
ECE461H1,Internetworking,F,20229,PRA,0102,FR,09:00,12:00
ECE461H1,Internetworking,F,20229,PRA,0103,TH,15:00,18:00
ECE461H1,Internetworking,F,20229,PRA,0104,TH,15:00,18:00
ECE461H1,Internetworking,F,20229,PRA,0105,TU,15:00,18:00
ECE461H1,Internetworking,F,20229,PRA,0106,TU,15:00,18:00
ECE461H1,Internetworking,F,20229,PRA,0107,FR,15:00,18:00
ECE461H1,Internetworking,F,20229,PRA,0108,FR,15:00,18:00
ECE461H1,Internetworking,F,20229,PRA,0109,WE,15:00,18:00
ECE461H1,Internetworking,F,20229,PRA,0110,WE,15:00,18:00
ECE461H1,Internetworking,F,20229,TUT,0101,TH,14:00,15:00
ECE461H1,Internetworking,F,20229,TUT,0102,TU,10:00,11:00
ECE467H1,Compilers and Interpreters,F,20229,LEC,0101,TU,15:00,18:00
ECE467H1,Compilers and Interpreters,F,20229,PRA,0101,FR,09:00,12:00
ECE467H1,Compilers and Interpreters,F,20229,TUT,0101,FR,13:00,14:00
ECE470H1,Robot Modeling and Control,F,20229,LEC,0101,MO,10:00,11:00
ECE470H1,Robot Modeling and Control,F,20229,LEC,0101,TH,10:00,11:00
ECE470H1,Robot Modeling and Control,F,20229,LEC,0101,TU,11:00,12:00
ECE470H1,Robot Modeling and Control,F,20229,PRA,0101,WE,09:00,12:00
ECE470H1,Robot Modeling and Control,F,20229,PRA,0102,WE,09:00,12:00
ECE470H1,Robot Modeling and Control,F,20229,PRA,0103,TU,12:00,15:00
ECE470H1,Robot Modeling and Control,F,20229,PRA,0104,FR,09:00,12:00
ECE470H1,Robot Modeling and Control,F,20229,PRA,0105,MO,15:00,18:00
ECE470H1,Robot Modeling and Control,F,20229,TUT,0101,FR,09:00,11:00
ECE470H1,Robot Modeling and Control,F,20229,TUT,0102,TU,09:00,11:00
ECE472H1,Engineering Economic Analysis,F,20229,LEC,0101,MO,17:00,18:00
ECE472H1,Engineering Economic Analysis,F,20229,LEC,0101,TH,17:00,18:00
ECE472H1,Engineering Economic Analysis,F,20229,LEC,0101,WE,17:00,18:00
ECE472H1,Engineering Economic Analysis,F,20229,TUT,0101,FR,15:00,16:00
ECE472H1,Engineering Economic Analysis,F,20229,TUT,0101,TH,15:00,16:00
ECE472H1,Engineering Economic Analysis,F,20229,TUT,0102,FR,15:00,16:00
ECE472H1,Engineering Economic Analysis,F,20229,TUT,0102,TH,14:00,15:00
ECE472H1,Engineering Economic Analysis,F,20229,TUT,0103,FR,15:00,16:00
ECE472H1,Engineering Economic Analysis,F,20229,TUT,0103,TU,13:00,14:00
ECE496Y1,Design Project,Y,20229,LEC,0101,TH,18:00,20:00
ECE496Y1,Design Project,Y,20229,TUT,0101,TU,19:00,21:00
ECE496Y1,Design Project,Y,20229,TUT,0102,TH,19:00,21:00
ECE499H1,Research Thesis,F,20229,LEC,0101,,,
ECE499Y1,THESIS,Y,20229,LEC,0101,,,
ECE499Y1,THESIS,Y,20229,PRA,0101,,,
ECE520H1,Power Electronics,F,20229,LEC,0101,TU,11:00,12:00
ECE520H1,Power Electronics,F,20229,LEC,0101,WE,15:00,17:00
ECE520H1,Power Electronics,F,20229,PRA,0101,MO,09:00,12:00
ECE520H1,Power Electronics,F,20229,PRA,0102,MO,09:00,12:00
ECE520H1,Power Electronics,F,20229,PRA,0103,MO,12:00,15:00
ECE520H1,Power Electronics,F,20229,TUT,0101,FR,16:00,17:00
ECE526H1,Power Systems Protection &,F,20229,LEC,0101,FR,11:00,12:00
ECE526H1,Power Systems Protection &,F,20229,LEC,0101,MO,09:00,10:00
ECE526H1,Power Systems Protection &,F,20229,LEC,0101,WE,09:00,10:00
ECE526H1,Power Systems Protection &,F,20229,PRA,0101,MO,15:00,18:00
ECE526H1,Power Systems Protection &,F,20229,TUT,0101,MO,14:00,15:00
ECE537H1,Random Processes,F,20229,LEC,0101,MO,10:00,11:00
ECE537H1,Random Processes,F,20229,LEC,0101,TH,10:00,11:00
ECE537H1,Random Processes,F,20229,LEC,0101,TU,11:00,12:00
ECE537H1,Random Processes,F,20229,TUT,0101,WE,15:00,17:00
ECE552H1,Computer Architecture,F,20229,LEC,0101,MO,13:00,14:00
ECE552H1,Computer Architecture,F,20229,LEC,0101,TH,13:00,14:00
ECE552H1,Computer Architecture,F,20229,LEC,0101,TU,14:00,15:00
ECE552H1,Computer Architecture,F,20229,PRA,0101,FR,09:00,12:00
ECE552H1,Computer Architecture,F,20229,PRA,0102,FR,09:00,12:00
ECE552H1,Computer Architecture,F,20229,TUT,0101,WE,13:00,14:00
ECE552H1,Computer Architecture,F,20229,TUT,0102,MO,18:00,19:00
ECE557H1,Linear Control Theory,F,20229,LEC,0101,MO,14:00,15:00
ECE557H1,Linear Control Theory,F,20229,LEC,0101,TH,14:00,15:00
ECE557H1,Linear Control Theory,F,20229,LEC,0101,WE,14:00,15:00
ECE557H1,Linear Control Theory,F,20229,PRA,0101,WE,15:00,18:00
ECE557H1,Linear Control Theory,F,20229,PRA,0102,WE,15:00,18:00
ECE557H1,Linear Control Theory,F,20229,PRA,0103,FR,15:00,18:00
ECE557H1,Linear Control Theory,F,20229,PRA,0104,FR,15:00,18:00
ECE557H1,Linear Control Theory,F,20229,TUT,0101,TU,18:00,19:00
ECE568H1,Computer Security,F,20229,LEC,0101,FR,12:00,13:00
ECE568H1,Computer Security,F,20229,LEC,0101,TH,12:00,13:00
ECE568H1,Computer Security,F,20229,LEC,0101,TU,12:00,13:00
ECE568H1,Computer Security,F,20229,PRA,0101,TU,15:00,18:00
ESC101H1,Praxis I,F,20229,LEC,0101,FR,13:00,14:00
ESC101H1,Praxis I,F,20229,LEC,0101,MO,13:00,14:00
ESC101H1,Praxis I,F,20229,LEC,0101,WE,13:00,14:00
ESC101H1,Praxis I,F,20229,PRA,0101,MO,17:00,19:00
ESC101H1,Praxis I,F,20229,PRA,0102,MO,17:00,19:00
ESC101H1,Praxis I,F,20229,PRA,0103,TU,16:00,18:00
ESC101H1,Praxis I,F,20229,PRA,0104,TU,16:00,18:00
ESC101H1,Praxis I,F,20229,TUT,0101,TH,12:00,14:00
ESC101H1,Praxis I,F,20229,TUT,0102,TH,12:00,14:00
ESC101H1,Praxis I,F,20229,TUT,0103,TH,12:00,14:00
ESC101H1,Praxis I,F,20229,TUT,0104,TH,16:00,18:00
ESC101H1,Praxis I,F,20229,TUT,0105,TH,16:00,18:00
ESC101H1,Praxis I,F,20229,TUT,0106,TH,16:00,18:00
ESC101H1,Praxis I,F,20229,TUT,0107,FR,10:00,12:00
ESC101H1,Praxis I,F,20229,TUT,0108,FR,10:00,12:00
ESC101H1,Praxis I,F,20229,TUT,0109,FR,10:00,12:00
ESC101H1,Praxis I,F,20229,TUT,0110,WE,15:00,17:00
ESC101H1,Praxis I,F,20229,TUT,0111,WE,15:00,17:00
ESC101H1,Praxis I,F,20229,TUT,0112,WE,15:00,17:00
ESC101H1,Praxis I,F,20229,TUT,0113,TH,16:00,18:00
ESC101H1,Praxis I,F,20229,TUT,0114,FR,10:00,12:00
ESC101H1,Praxis I,F,20229,TUT,0115,WE,15:00,17:00
ESC103H1,Engineering Mathematics and,F,20229,LEC,0101,MO,14:00,15:00
ESC103H1,Engineering Mathematics and,F,20229,LEC,0101,WE,09:00,10:00
ESC103H1,Engineering Mathematics and,F,20229,LEC,0102,MO,11:00,12:00
ESC103H1,Engineering Mathematics and,F,20229,LEC,0102,TU,11:00,12:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0101,FR,15:00,17:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0102,FR,15:00,17:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0103,FR,15:00,17:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0104,FR,10:00,12:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0105,FR,10:00,12:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0106,FR,10:00,12:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0107,TH,12:00,14:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0108,TH,12:00,14:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0109,TH,12:00,14:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0110,FR,10:00,12:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0111,FR,10:00,12:00
ESC103H1,Engineering Mathematics and,F,20229,TUT,0112,FR,10:00,12:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,LEC,0101,TH,14:00,15:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,LEC,0101,TU,10:00,11:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,LEC,0101,WE,15:00,16:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,LEC,0102,TH,16:00,17:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,LEC,0102,TU,15:00,16:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,LEC,0102,WE,12:00,13:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,PRA,0101,TU,12:00,15:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,PRA,0102,MO,15:00,18:00
ESC180H1,INTRO TO COMPUTER PROGRAMMING,F,20229,PRA,0103,TH,18:00,21:00
ESC194H1,Calculus I,F,20229,LEC,0101,FR,12:00,13:00
ESC194H1,Calculus I,F,20229,LEC,0101,MO,12:00,13:00
ESC194H1,Calculus I,F,20229,LEC,0101,WE,11:00,12:00
ESC194H1,Calculus I,F,20229,LEC,0102,FR,14:00,15:00
ESC194H1,Calculus I,F,20229,LEC,0102,MO,14:00,15:00
ESC194H1,Calculus I,F,20229,LEC,0102,WE,10:00,11:00
ESC194H1,Calculus I,F,20229,TUT,0101,FR,11:00,12:00
ESC194H1,Calculus I,F,20229,TUT,0102,FR,11:00,12:00
ESC194H1,Calculus I,F,20229,TUT,0103,FR,11:00,12:00
ESC194H1,Calculus I,F,20229,TUT,0104,TH,13:00,14:00
ESC194H1,Calculus I,F,20229,TUT,0105,TH,13:00,14:00
ESC194H1,Calculus I,F,20229,TUT,0106,TH,13:00,14:00
ESC194H1,Calculus I,F,20229,TUT,0107,FR,17:00,18:00
ESC194H1,Calculus I,F,20229,TUT,0108,FR,17:00,18:00
ESC194H1,Calculus I,F,20229,TUT,0109,FR,17:00,18:00
ESC194H1,Calculus I,F,20229,TUT,0110,FR,09:00,10:00
ESC194H1,Calculus I,F,20229,TUT,0111,FR,09:00,10:00
ESC194H1,Calculus I,F,20229,TUT,0112,FR,09:00,10:00
ESC203H1,Engineering and Society,F,20229,LEC,0101,FR,15:00,16:00
ESC203H1,Engineering and Society,F,20229,LEC,0101,TH,12:00,13:00
ESC203H1,Engineering and Society,F,20229,TUT,0101,TU,13:00,15:00
ESC203H1,Engineering and Society,F,20229,TUT,0102,TU,13:00,15:00
ESC203H1,Engineering and Society,F,20229,TUT,0103,TU,13:00,15:00
ESC203H1,Engineering and Society,F,20229,TUT,0104,TU,15:00,17:00
ESC203H1,Engineering and Society,F,20229,TUT,0105,TU,15:00,17:00
ESC203H1,Engineering and Society,F,20229,TUT,0106,TU,15:00,17:00
ESC203H1,Engineering and Society,F,20229,TUT,0107,TU,09:00,11:00
ESC203H1,Engineering and Society,F,20229,TUT,0108,TU,09:00,11:00
ESC203H1,Engineering and Society,F,20229,TUT,0109,TU,09:00,11:00
ESC203H1,Engineering and Society,F,20229,TUT,0110,TU,09:00,11:00
ESC203H1,Engineering and Society,F,20229,TUT,0111,TU,09:00,11:00
ESC203H1,Engineering and Society,F,20229,TUT,0112,TU,09:00,11:00
ESC301H1,Engineering Science Option,Y,20229,LEC,0101,WE,17:00,18:00
ESC301H1,Engineering Science Option,Y,20229,TUT,0101,FR,15:00,16:00
ESC301H1,Engineering Science Option,Y,20229,TUT,0102,WE,17:00,18:00
ESC301H1,Engineering Science Option,Y,20229,TUT,0103,WE,17:00,18:00
ESC301H1,Engineering Science Option,Y,20229,TUT,0104,WE,17:00,18:00
ESC301H1,Engineering Science Option,Y,20229,TUT,0105,WE,17:00,18:00
ESC301H1,Engineering Science Option,Y,20229,TUT,0106,WE,17:00,18:00
ESC301H1,Engineering Science Option,Y,20229,TUT,0107,WE,17:00,18:00
ESC301H1,Engineering Science Option,Y,20229,TUT,0108,WE,17:00,18:00
ESC384H1,Partial Differential Equations,F,20229,LEC,0101,FR,13:00,15:00
ESC384H1,Partial Differential Equations,F,20229,LEC,0101,MO,15:00,17:00
ESC470H1,Energy Systems Capstone Design,F,20229,TUT,0101,TU,15:00,17:00
ESC471H1,Engineering Science Capstone,F,20229,TUT,0101,MO,15:00,17:00
ESC490H1,Engineering Science,F,20229,TUT,0101,,,
ESC499H1,Thesis,F,20229,LEC,0101,,,
ESC499Y1,Thesis,Y,20229,LEC,0101,,,
FOR308H1,Discovering Wood and its Role,F,20229,LEC,0101,WE,12:00,14:00
FOR308H1,Discovering Wood and its Role,F,20229,TUT,0101,WE,09:00,11:00
FOR308H1,Discovering Wood and its Role,F,20229,TUT,0102,TU,11:00,13:00
FOR421H1,Green Urban Infrastructure:,F,20229,LEC,0101,TH,16:00,18:00
JRE300H1,Fundamentals of Accounting and,F,20229,LEC,0101,TU,18:00,21:00
JRE300H1,Fundamentals of Accounting and,F,20229,LEC,0102,TH,18:00,21:00
JRE300H1,Fundamentals of Accounting and,F,20229,LEC,0103,TU,18:00,21:00
JRE300H1,Fundamentals of Accounting and,F,20229,TUT,0101,MO,18:00,19:00
JRE300H1,Fundamentals of Accounting and,F,20229,TUT,0102,MO,18:00,19:00
JRE300H1,Fundamentals of Accounting and,F,20229,TUT,0103,MO,19:00,20:00
JRE410H1,Markets and Competitive,F,20229,LEC,0101,FR,15:00,17:00
JRE410H1,Markets and Competitive,F,20229,LEC,0102,MO,18:00,20:00
JRE410H1,Markets and Competitive,F,20229,LEC,0103,FR,18:00,20:00
JRE410H1,Markets and Competitive,F,20229,PRA,0101,WE,16:00,18:00
JRE410H1,Markets and Competitive,F,20229,PRA,0102,WE,16:00,18:00
JRE410H1,Markets and Competitive,F,20229,PRA,0103,WE,16:00,18:00
JRE410H1,Markets and Competitive,F,20229,PRA,0104,WE,18:00,20:00
JRE410H1,Markets and Competitive,F,20229,PRA,0105,WE,18:00,20:00
JRE410H1,Markets and Competitive,F,20229,PRA,0106,WE,18:00,20:00
JRE410H1,Markets and Competitive,F,20229,PRA,0107,WE,18:00,20:00
JRE410H1,Markets and Competitive,F,20229,PRA,0108,WE,18:00,20:00
JRE420H1,People Management and,F,20229,LEC,0101,MO,14:00,15:00
JRE420H1,People Management and,F,20229,LEC,0101,WE,15:00,17:00
JRE420H1,People Management and,F,20229,LEC,0102,TU,18:00,21:00
JRE420H1,People Management and,F,20229,LEC,0103,MO,16:00,18:00
JRE420H1,People Management and,F,20229,LEC,0103,WE,13:00,14:00
JRE420H1,People Management and,F,20229,PRA,0101,TH,19:00,20:00
JRE420H1,People Management and,F,20229,PRA,0102,TH,19:00,20:00
JRE420H1,People Management and,F,20229,PRA,0103,TH,20:00,21:00
JRE420H1,People Management and,F,20229,PRA,0104,TH,20:00,21:00
JRE420H1,People Management and,F,20229,PRA,0105,TH,18:00,19:00
JRE420H1,People Management and,F,20229,PRA,0106,TH,18:00,19:00
MAT186H1,Calculus I,F,20229,LEC,0101,FR,12:00,13:00
MAT186H1,Calculus I,F,20229,LEC,0101,TH,12:00,13:00
MAT186H1,Calculus I,F,20229,LEC,0101,TU,12:00,13:00
MAT186H1,Calculus I,F,20229,LEC,0102,FR,14:00,15:00
MAT186H1,Calculus I,F,20229,LEC,0102,MO,17:00,18:00
MAT186H1,Calculus I,F,20229,LEC,0102,WE,17:00,18:00
MAT186H1,Calculus I,F,20229,LEC,0103,FR,13:00,14:00
MAT186H1,Calculus I,F,20229,LEC,0103,MO,12:00,13:00
MAT186H1,Calculus I,F,20229,LEC,0103,WE,12:00,13:00
MAT186H1,Calculus I,F,20229,LEC,0104,FR,17:00,18:00
MAT186H1,Calculus I,F,20229,LEC,0104,TH,15:00,16:00
MAT186H1,Calculus I,F,20229,LEC,0104,TU,15:00,16:00
MAT186H1,Calculus I,F,20229,LEC,0105,FR,11:00,12:00
MAT186H1,Calculus I,F,20229,LEC,0105,TU,09:00,10:00
MAT186H1,Calculus I,F,20229,LEC,0105,WE,09:00,10:00
MAT186H1,Calculus I,F,20229,LEC,0106,FR,13:00,14:00
MAT186H1,Calculus I,F,20229,LEC,0106,MO,13:00,14:00
MAT186H1,Calculus I,F,20229,LEC,0106,WE,13:00,14:00
MAT186H1,Calculus I,F,20229,LEC,0107,FR,11:00,12:00
MAT186H1,Calculus I,F,20229,LEC,0107,TH,11:00,12:00
MAT186H1,Calculus I,F,20229,LEC,0107,TU,11:00,12:00
MAT186H1,Calculus I,F,20229,LEC,0108,FR,10:00,11:00
MAT186H1,Calculus I,F,20229,LEC,0108,TU,10:00,11:00
MAT186H1,Calculus I,F,20229,LEC,0108,WE,10:00,11:00
MAT186H1,Calculus I,F,20229,TUT,0101,MO,14:00,15:00
MAT186H1,Calculus I,F,20229,TUT,0102,TH,16:00,17:00
MAT186H1,Calculus I,F,20229,TUT,0103,TU,09:00,10:00
MAT186H1,Calculus I,F,20229,TUT,0104,TH,16:00,17:00
MAT186H1,Calculus I,F,20229,TUT,0105,MO,10:00,11:00
MAT186H1,Calculus I,F,20229,TUT,0106,TU,10:00,11:00
MAT186H1,Calculus I,F,20229,TUT,0107,FR,10:00,11:00
MAT186H1,Calculus I,F,20229,TUT,0108,MO,12:00,13:00
MAT186H1,Calculus I,F,20229,TUT,0109,TH,15:00,16:00
MAT186H1,Calculus I,F,20229,TUT,0110,MO,12:00,13:00
MAT186H1,Calculus I,F,20229,TUT,0111,WE,10:00,11:00
MAT186H1,Calculus I,F,20229,TUT,0112,TH,15:00,16:00
MAT186H1,Calculus I,F,20229,TUT,0113,TU,10:00,11:00
MAT186H1,Calculus I,F,20229,TUT,0114,WE,16:00,17:00
MAT186H1,Calculus I,F,20229,TUT,0115,TH,12:00,13:00
MAT186H1,Calculus I,F,20229,TUT,0116,TU,16:00,17:00
MAT186H1,Calculus I,F,20229,TUT,9101,,,
MAT188H1,Linear Algebra,F,20229,LEC,0101,FR,15:00,16:00
MAT188H1,Linear Algebra,F,20229,LEC,0101,MO,15:00,16:00
MAT188H1,Linear Algebra,F,20229,LEC,0101,WE,15:00,16:00
MAT188H1,Linear Algebra,F,20229,LEC,0102,MO,14:00,15:00
MAT188H1,Linear Algebra,F,20229,LEC,0102,TH,14:00,15:00
MAT188H1,Linear Algebra,F,20229,LEC,0102,WE,14:00,15:00
MAT188H1,Linear Algebra,F,20229,LEC,0103,FR,12:00,13:00
MAT188H1,Linear Algebra,F,20229,LEC,0103,TH,12:00,13:00
MAT188H1,Linear Algebra,F,20229,LEC,0103,TU,12:00,13:00
MAT188H1,Linear Algebra,F,20229,LEC,0104,FR,16:00,17:00
MAT188H1,Linear Algebra,F,20229,LEC,0104,TU,16:00,17:00
MAT188H1,Linear Algebra,F,20229,LEC,0104,WE,16:00,17:00
MAT188H1,Linear Algebra,F,20229,LEC,0105,FR,10:00,11:00
MAT188H1,Linear Algebra,F,20229,LEC,0105,TU,10:00,11:00
MAT188H1,Linear Algebra,F,20229,LEC,0105,WE,10:00,11:00
MAT188H1,Linear Algebra,F,20229,LEC,0106,FR,16:00,17:00
MAT188H1,Linear Algebra,F,20229,LEC,0106,TU,16:00,17:00
MAT188H1,Linear Algebra,F,20229,LEC,0106,WE,16:00,17:00
MAT188H1,Linear Algebra,F,20229,LEC,0107,FR,17:00,18:00
MAT188H1,Linear Algebra,F,20229,LEC,0107,MO,17:00,18:00
MAT188H1,Linear Algebra,F,20229,LEC,0107,TU,17:00,18:00
MAT188H1,Linear Algebra,F,20229,LEC,0108,MO,11:00,12:00
MAT188H1,Linear Algebra,F,20229,LEC,0108,TH,11:00,12:00
MAT188H1,Linear Algebra,F,20229,LEC,0108,WE,11:00,12:00
MAT188H1,Linear Algebra,F,20229,PRA,0101,WE,10:00,11:00
MAT188H1,Linear Algebra,F,20229,PRA,0102,FR,17:00,18:00
MAT188H1,Linear Algebra,F,20229,PRA,0103,WE,12:00,13:00
MAT188H1,Linear Algebra,F,20229,PRA,0104,TU,10:00,11:00
MAT188H1,Linear Algebra,F,20229,PRA,0105,WE,09:00,10:00
MAT188H1,Linear Algebra,F,20229,PRA,0106,MO,13:00,14:00
MAT188H1,Linear Algebra,F,20229,PRA,0107,MO,12:00,13:00
MAT188H1,Linear Algebra,F,20229,PRA,0108,WE,12:00,13:00
MAT188H1,Linear Algebra,F,20229,PRA,0109,WE,16:00,17:00
MAT188H1,Linear Algebra,F,20229,PRA,0110,TH,15:00,16:00
MAT188H1,Linear Algebra,F,20229,PRA,0111,MO,16:00,17:00
MAT188H1,Linear Algebra,F,20229,PRA,0112,WE,11:00,12:00
MAT188H1,Linear Algebra,F,20229,PRA,0113,WE,13:00,14:00
MAT188H1,Linear Algebra,F,20229,PRA,0114,WE,12:00,13:00
MAT188H1,Linear Algebra,F,20229,PRA,0115,TH,15:00,16:00
MAT188H1,Linear Algebra,F,20229,PRA,0116,TH,16:00,17:00
MAT188H1,Linear Algebra,F,20229,PRA,0117,WE,10:00,11:00
